company_id,employee_count_band,industry,region,is_personal_email_domain,icp_fit_score,is_customer,was_ever_customer,account_id
CO-0080524,1-10,Logistics/Supply Chain,North America,False,14.5,False,False,
CO-0080525,1-10,Public Sector,APAC,False,25.5,False,False,
CO-0080526,11-50,Healthcare,North America,False,36.0,True,True,ACC-006211
CO-0080527,1-10,Media/Entertainment,North America,False,19.2,False,False,
CO-0080528,1-10,Professional Services,LATAM,False,12.2,False,False,
CO-0080529,1-10,Professional Services,EMEA,False,14.8,False,False,
CO-0080530,201-1000,Financial Services,APAC,False,74.8,False,False,
CO-0080531,1-10,Technology/SaaS,North America,False,14.8,False,False,
CO-0080532,201-1000,Professional Services,North America,False,48.4,False,False,
CO-0080533,1-10,Retail/E-commerce,North America,False,19.6,False,False,
CO-0080534,51-200,Retail/E-commerce,LATAM,False,33.9,True,True,ACC-003922
CO-0080535,11-50,Healthcare,EMEA,False,34.8,False,False,
CO-0080536,1-10,Healthcare,LATAM,True,25.4,False,False,
CO-0080537,201-1000,Healthcare,APAC,False,35.6,False,False,
CO-0080538,201-1000,Healthcare,North America,False,56.9,False,False,
CO-0080539,51-200,Technology/SaaS,North America,False,41.7,False,False,
CO-0080540,11-50,Professional Services,North America,False,26.7,False,False,
CO-0080541,1-10,Financial Services,APAC,False,31.4,False,False,
CO-0080542,1-10,Retail/E-commerce,EMEA,False,12.6,False,False,
CO-0080543,1-10,Media/Entertainment,APAC,False,6.9,False,False,
CO-0080544,51-200,Technology/SaaS,North America,False,45.5,False,False,
CO-0080545,11-50,Education,LATAM,False,16.0,False,False,
CO-0080546,5001-20000,Technology/SaaS,North America,False,81.6,False,False,
CO-0080547,11-50,Financial Services,North America,False,37.8,False,False,
CO-0080548,1-10,Logistics/Supply Chain,North America,False,30.1,False,False,
CO-0080549,1-10,Healthcare,EMEA,False,20.7,False,False,
CO-0080550,1-10,Retail/E-commerce,North America,False,14.6,False,False,
CO-0080551,11-50,Professional Services,North America,False,18.4,False,False,
CO-0080552,1001-5000,Logistics/Supply Chain,North America,False,63.2,False,False,
CO-0080553,5001-20000,Public Sector,EMEA,False,79.8,False,False,
CO-0080554,51-200,Media/Entertainment,APAC,False,36.2,False,False,
CO-0080555,1-10,Media/Entertainment,EMEA,False,15.8,False,False,
CO-0080556,5001-20000,Technology/SaaS,North America,False,78.5,False,False,
CO-0080557,201-1000,Manufacturing,EMEA,False,43.8,False,False,
CO-0080558,11-50,Technology/SaaS,North America,False,33.0,True,True,ACC-004191
CO-0080559,1-10,Education,EMEA,False,15.9,False,False,
CO-0080560,1-10,Technology/SaaS,North America,False,25.5,False,False,
CO-0080561,11-50,Financial Services,LATAM,False,25.5,False,False,
CO-0080562,1-10,Healthcare,APAC,False,20.8,False,False,
CO-0080563,11-50,Retail/E-commerce,APAC,False,7.1,False,False,
CO-0080564,11-50,Technology/SaaS,North America,False,32.3,True,True,ACC-006163
CO-0080565,5001-20000,Education,North America,False,62.4,False,False,
CO-0080566,1-10,Healthcare,North America,False,22.0,False,False,
CO-0080567,1-10,Logistics/Supply Chain,North America,True,42.1,False,False,
CO-0080568,1-10,Financial Services,APAC,False,28.2,False,False,
CO-0080569,1-10,Retail/E-commerce,EMEA,False,14.0,False,False,
CO-0080570,1-10,Technology/SaaS,North America,True,35.4,False,False,
CO-0080571,11-50,Manufacturing,North America,False,36.8,True,True,ACC-001181
CO-0080572,11-50,Healthcare,North America,False,28.4,False,False,
CO-0080573,51-200,Logistics/Supply Chain,EMEA,False,34.7,False,False,
CO-0080574,1-10,Logistics/Supply Chain,North America,False,18.4,False,False,
CO-0080575,11-50,Financial Services,North America,False,42.3,False,False,
CO-0080576,11-50,Healthcare,North America,False,20.8,False,False,
CO-0080577,1-10,Retail/E-commerce,North America,False,3.3,False,False,
CO-0080578,11-50,Education,North America,False,16.1,False,False,
CO-0080579,1-10,Healthcare,North America,True,13.1,False,False,
CO-0080580,1-10,Media/Entertainment,EMEA,False,20.9,False,False,
CO-0080581,11-50,Manufacturing,EMEA,False,34.3,False,False,
CO-0080582,11-50,Retail/E-commerce,North America,False,24.9,False,False,
CO-0080583,11-50,Public Sector,APAC,False,23.4,False,False,
CO-0080584,51-200,Financial Services,LATAM,False,50.8,False,False,
CO-0080585,1-10,Retail/E-commerce,APAC,True,16.0,False,False,
CO-0080586,1-10,Retail/E-commerce,North America,False,9.7,False,False,
CO-0080587,11-50,Healthcare,APAC,False,26.1,False,False,
CO-0080588,1-10,Professional Services,North America,False,12.0,False,False,
CO-0080589,51-200,Technology/SaaS,EMEA,False,51.3,False,False,
CO-0080590,1-10,Media/Entertainment,EMEA,False,16.5,True,True,ACC-001945
CO-0080591,51-200,Healthcare,North America,False,39.6,False,False,
CO-0080592,51-200,Logistics/Supply Chain,EMEA,False,28.3,False,False,
CO-0080593,51-200,Financial Services,North America,False,47.8,False,False,
CO-0080594,11-50,Media/Entertainment,EMEA,False,29.2,False,False,
CO-0080595,1-10,Professional Services,APAC,False,16.8,False,False,
CO-0080596,1-10,Professional Services,EMEA,False,15.9,False,False,
CO-0080597,201-1000,Healthcare,EMEA,False,57.0,False,False,
CO-0080598,20000+,Public Sector,North America,False,74.9,False,False,
CO-0080599,1-10,Professional Services,EMEA,False,22.7,False,False,
CO-0080600,1-10,Retail/E-commerce,North America,False,6.0,False,False,
CO-0080601,1-10,Financial Services,EMEA,False,31.6,False,False,
CO-0080602,1-10,Technology/SaaS,APAC,False,33.4,False,False,
CO-0080603,51-200,Logistics/Supply Chain,North America,False,48.2,False,False,
CO-0080604,201-1000,Education,North America,False,44.7,False,False,
CO-0080605,1-10,Professional Services,EMEA,False,19.8,False,False,
CO-0080606,51-200,Logistics/Supply Chain,APAC,False,33.0,False,False,
CO-0080607,201-1000,Retail/E-commerce,LATAM,False,39.7,True,True,ACC-002132
CO-0080608,11-50,Financial Services,APAC,False,32.2,False,False,
CO-0080609,51-200,Education,EMEA,False,31.1,False,False,
CO-0080610,1-10,Technology/SaaS,North America,True,35.5,False,False,
CO-0080611,51-200,Professional Services,North America,False,25.8,False,False,
CO-0080612,1-10,Media/Entertainment,North America,False,19.2,False,False,
CO-0080613,51-200,Professional Services,EMEA,False,34.9,False,False,
CO-0080614,1001-5000,Healthcare,North America,False,71.5,False,False,
CO-0080615,1-10,Professional Services,North America,True,32.6,False,False,
CO-0080616,11-50,Public Sector,North America,False,42.9,False,False,
CO-0080617,11-50,Public Sector,EMEA,False,29.6,False,False,
CO-0080618,1-10,Retail/E-commerce,North America,False,0.0,False,False,
CO-0080619,1-10,Retail/E-commerce,North America,False,32.5,False,False,
CO-0080620,51-200,Technology/SaaS,North America,False,55.2,False,False,
CO-0080621,201-1000,Logistics/Supply Chain,North America,False,42.0,False,False,
CO-0080622,1-10,Public Sector,North America,False,14.1,False,False,
CO-0080623,11-50,Manufacturing,North America,False,36.5,False,False,
CO-0080624,11-50,Retail/E-commerce,APAC,False,24.0,False,False,
CO-0080625,1-10,Healthcare,LATAM,False,15.9,False,False,
CO-0080626,1-10,Professional Services,APAC,False,11.1,False,False,
CO-0080627,201-1000,Technology/SaaS,EMEA,False,47.1,False,False,
CO-0080628,1-10,Media/Entertainment,North America,False,22.4,False,False,
CO-0080629,20000+,Media/Entertainment,North America,False,76.7,False,False,
CO-0080630,51-200,Manufacturing,North America,False,42.2,False,False,
CO-0080631,51-200,Technology/SaaS,EMEA,False,37.6,False,False,
CO-0080632,1-10,Media/Entertainment,North America,False,20.1,False,False,
CO-0080633,1-10,Education,EMEA,True,15.0,False,False,
CO-0080634,1-10,Education,North America,False,16.6,False,False,
CO-0080635,1-10,Public Sector,EMEA,True,10.6,False,False,
CO-0080636,20000+,Public Sector,North America,False,73.9,False,False,
CO-0080637,11-50,Retail/E-commerce,APAC,False,28.8,True,True,ACC-004116
CO-0080638,1-10,Professional Services,North America,False,17.9,False,False,
CO-0080639,1-10,Healthcare,North America,True,27.7,False,False,
CO-0080640,1-10,Retail/E-commerce,EMEA,False,18.7,False,False,
CO-0080641,1-10,Media/Entertainment,APAC,False,10.8,False,False,
CO-0080642,1-10,Technology/SaaS,EMEA,False,29.2,False,False,
CO-0080643,1-10,Healthcare,EMEA,False,22.6,False,False,
CO-0080644,1-10,Logistics/Supply Chain,North America,False,31.6,False,False,
CO-0080645,1-10,Education,North America,True,14.5,False,False,
CO-0080646,1-10,Public Sector,North America,True,17.6,False,False,
CO-0080647,1-10,Financial Services,North America,True,30.3,True,True,ACC-005369
CO-0080648,1-10,Retail/E-commerce,North America,False,21.2,False,False,
CO-0080649,1-10,Manufacturing,LATAM,False,38.4,False,False,
CO-0080650,1-10,Professional Services,North America,False,18.3,False,False,
CO-0080651,51-200,Financial Services,North America,False,44.0,False,False,
CO-0080652,1-10,Logistics/Supply Chain,North America,False,26.4,False,False,
CO-0080653,1-10,Healthcare,North America,False,14.3,False,False,
CO-0080654,1-10,Manufacturing,APAC,False,17.3,True,True,ACC-003819
CO-0080655,1-10,Education,North America,False,12.1,False,False,
CO-0080656,51-200,Media/Entertainment,EMEA,False,39.3,False,False,
CO-0080657,201-1000,Retail/E-commerce,North America,False,48.8,False,False,
CO-0080658,1-10,Manufacturing,North America,False,9.6,False,False,
CO-0080659,1-10,Financial Services,North America,True,37.1,False,False,
CO-0080660,11-50,Technology/SaaS,EMEA,False,29.6,False,False,
CO-0080661,1-10,Financial Services,EMEA,False,26.2,False,False,
CO-0080662,11-50,Technology/SaaS,LATAM,False,30.0,False,False,
CO-0080663,11-50,Financial Services,APAC,False,26.1,False,False,
CO-0080664,51-200,Retail/E-commerce,North America,False,23.8,False,False,
CO-0080665,1-10,Retail/E-commerce,North America,False,7.1,False,False,
CO-0080666,1-10,Media/Entertainment,North America,False,28.5,False,False,
CO-0080667,1-10,Logistics/Supply Chain,EMEA,False,14.3,False,False,
CO-0080668,11-50,Financial Services,North America,False,35.2,False,False,
CO-0080669,1001-5000,Media/Entertainment,North America,False,58.7,False,False,
CO-0080670,1-10,Retail/E-commerce,EMEA,True,3.6,False,False,
CO-0080671,1-10,Retail/E-commerce,EMEA,False,14.7,False,False,
CO-0080672,11-50,Education,North America,False,28.7,False,False,
CO-0080673,1-10,Manufacturing,EMEA,True,35.7,False,False,
CO-0080674,1-10,Manufacturing,LATAM,False,5.5,False,False,
CO-0080675,11-50,Technology/SaaS,North America,False,30.9,True,True,ACC-000676
CO-0080676,11-50,Professional Services,EMEA,False,27.3,False,False,
CO-0080677,1-10,Professional Services,EMEA,False,0.0,False,False,
CO-0080678,51-200,Manufacturing,EMEA,False,39.7,False,False,
CO-0080679,11-50,Logistics/Supply Chain,EMEA,False,32.9,False,False,
CO-0080680,11-50,Professional Services,North America,False,15.5,False,False,
CO-0080681,1001-5000,Manufacturing,North America,False,64.6,False,False,
CO-0080682,11-50,Media/Entertainment,North America,False,19.1,False,False,
CO-0080683,1-10,Logistics/Supply Chain,North America,False,24.2,True,True,ACC-004593
CO-0080684,1-10,Financial Services,APAC,True,23.5,False,False,
CO-0080685,1-10,Public Sector,North America,False,15.6,False,False,
CO-0080686,11-50,Healthcare,EMEA,False,33.7,True,True,ACC-001970
CO-0080687,51-200,Retail/E-commerce,North America,False,31.9,False,False,
CO-0080688,1-10,Logistics/Supply Chain,North America,False,19.1,False,False,
CO-0080689,51-200,Healthcare,North America,False,46.4,False,False,
CO-0080690,11-50,Public Sector,APAC,False,28.0,False,False,
CO-0080691,1-10,Public Sector,North America,False,20.9,False,False,
CO-0080692,1-10,Manufacturing,APAC,False,17.5,False,False,
CO-0080693,20000+,Technology/SaaS,North America,False,79.9,False,False,
CO-0080694,1-10,Healthcare,North America,False,33.2,False,False,
CO-0080695,201-1000,Healthcare,APAC,False,55.8,False,False,
CO-0080696,51-200,Professional Services,North America,False,33.1,True,True,ACC-005610
CO-0080697,51-200,Retail/E-commerce,LATAM,False,19.8,False,False,
CO-0080698,11-50,Professional Services,APAC,False,26.8,False,False,
CO-0080699,1-10,Retail/E-commerce,North America,False,25.0,False,False,
CO-0080700,1-10,Manufacturing,North America,False,32.3,False,False,
CO-0080701,1-10,Logistics/Supply Chain,North America,False,21.3,False,False,
CO-0080702,11-50,Healthcare,North America,False,23.8,False,False,
CO-0080703,201-1000,Professional Services,EMEA,False,54.0,False,False,
CO-0080704,1-10,Media/Entertainment,North America,False,29.1,True,True,ACC-006252
CO-0080705,1-10,Logistics/Supply Chain,EMEA,False,16.7,False,False,
CO-0080706,1-10,Retail/E-commerce,EMEA,False,3.8,False,False,
CO-0080707,11-50,Retail/E-commerce,North America,False,23.5,True,True,ACC-001534
CO-0080708,51-200,Financial Services,North America,False,53.1,False,False,
CO-0080709,51-200,Retail/E-commerce,North America,False,43.7,False,False,
CO-0080710,1-10,Financial Services,EMEA,True,29.0,False,False,
CO-0080711,51-200,Professional Services,EMEA,False,20.4,False,False,
CO-0080712,11-50,Healthcare,APAC,False,27.2,False,False,
CO-0080713,5001-20000,Technology/SaaS,APAC,False,70.5,False,False,
CO-0080714,51-200,Education,North America,False,32.4,False,False,
CO-0080715,1-10,Logistics/Supply Chain,North America,False,17.1,False,False,
CO-0080716,1-10,Education,EMEA,True,14.1,False,False,
CO-0080717,11-50,Financial Services,LATAM,False,30.8,False,False,
CO-0080718,11-50,Technology/SaaS,North America,False,18.6,False,False,
CO-0080719,1-10,Public Sector,LATAM,False,28.8,False,False,
CO-0080720,1-10,Logistics/Supply Chain,North America,True,22.8,False,False,
CO-0080721,1-10,Healthcare,North America,False,28.2,False,False,
CO-0080722,1-10,Logistics/Supply Chain,APAC,False,21.6,False,False,
CO-0080723,1-10,Professional Services,North America,False,26.9,False,False,
CO-0080724,1-10,Technology/SaaS,North America,False,22.0,False,False,
CO-0080725,1-10,Professional Services,EMEA,False,3.9,False,False,
CO-0080726,1-10,Logistics/Supply Chain,EMEA,False,18.0,False,False,
CO-0080727,1-10,Media/Entertainment,North America,True,29.8,False,False,
CO-0080728,1-10,Financial Services,North America,False,24.5,False,False,
CO-0080729,11-50,Media/Entertainment,North America,False,26.3,False,False,
CO-0080730,11-50,Retail/E-commerce,North America,False,16.7,False,False,
CO-0080731,201-1000,Manufacturing,North America,False,50.5,False,False,
CO-0080732,11-50,Professional Services,North America,False,23.6,False,False,
CO-0080733,1-10,Professional Services,EMEA,False,10.4,False,False,
CO-0080734,1-10,Education,North America,False,10.0,False,False,
CO-0080735,11-50,Education,North America,False,23.3,False,False,
CO-0080736,51-200,Technology/SaaS,LATAM,False,31.3,True,True,ACC-005978
CO-0080737,1-10,Professional Services,LATAM,False,15.0,False,False,
CO-0080738,51-200,Logistics/Supply Chain,EMEA,False,42.2,False,False,
CO-0080739,51-200,Logistics/Supply Chain,EMEA,False,43.3,False,False,
CO-0080740,51-200,Professional Services,APAC,False,41.2,False,False,
CO-0080741,11-50,Manufacturing,EMEA,False,32.3,False,False,
CO-0080742,1-10,Professional Services,EMEA,False,18.4,False,False,
CO-0080743,11-50,Technology/SaaS,North America,False,26.1,False,False,
CO-0080744,1-10,Healthcare,EMEA,True,22.2,False,False,
CO-0080745,201-1000,Media/Entertainment,EMEA,False,47.7,False,False,
CO-0080746,1-10,Healthcare,APAC,True,23.5,False,False,
CO-0080747,11-50,Professional Services,North America,False,12.7,True,True,ACC-004485
CO-0080748,201-1000,Financial Services,APAC,False,57.8,False,False,
CO-0080749,1-10,Financial Services,EMEA,False,22.9,False,False,
CO-0080750,1-10,Healthcare,EMEA,True,15.9,False,False,
CO-0080751,1-10,Healthcare,North America,True,31.0,False,False,
CO-0080752,11-50,Retail/E-commerce,North America,False,16.6,False,False,
CO-0080753,1-10,Retail/E-commerce,LATAM,True,2.9,False,False,
CO-0080754,11-50,Media/Entertainment,North America,False,24.9,True,True,ACC-006380
CO-0080755,11-50,Education,APAC,False,27.3,False,False,
CO-0080756,1-10,Education,LATAM,False,0.9,False,False,
CO-0080757,11-50,Professional Services,North America,False,24.3,False,False,
CO-0080758,201-1000,Technology/SaaS,EMEA,False,55.6,False,False,
CO-0080759,201-1000,Education,APAC,False,43.4,False,False,
CO-0080760,1-10,Public Sector,North America,False,23.1,False,False,
CO-0080761,51-200,Professional Services,North America,False,39.6,False,False,
CO-0080762,51-200,Education,North America,False,34.1,False,False,
CO-0080763,1001-5000,Retail/E-commerce,North America,False,58.3,False,False,
CO-0080764,1-10,Manufacturing,North America,False,17.2,False,False,
CO-0080765,11-50,Logistics/Supply Chain,North America,False,23.8,False,False,
